Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,0,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,4,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,4,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,5,1
2022,1,Ciutat Vella,1,el Raval,1,1001,6,1,5,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,6,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,6,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,7,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,7,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,9,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,10,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,14,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,1,14,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,0,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,3,1
2022,1,Ciutat Vella,1,el Raval,1,1001,5,2,4,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,4,2
2022,1,Ciutat Vella,1,el Raval,1,1001,6,2,5,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,5,2
2022,1,Ciutat Vella,1,el Raval,1,1001,7,2,6,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,6,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,7,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,9,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,10,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,2,11,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,0,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,1,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,2,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,3,2
2022,1,Ciutat Vella,1,el Raval,1,1001,12,3,4,1
2022,1,Ciutat Vella,1,el Raval,1,1001,5,3,4,2
2022,1,Ciutat Vella,1,el Raval,1,1001,10,3,5,1
2022,1,Ciutat Vella,1,el Raval,1,1001,6,3,5,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,6,1
2022,1,Ciutat Vella,1,el Raval,1,1001,16,3,6,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,7,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,7,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,8,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,9,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,9,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,10,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,10,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,11,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,12,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,12,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,13,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,13,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,15,1
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,15,2
2022,1,Ciutat Vella,1,el Raval,1,1001,..,3,17,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,3,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,4,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,4,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,5,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,6,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,7,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,8,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,9,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,9,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,10,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,10,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,11,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,14,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,15,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,16,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,17,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,1,18,1
2022,1,Ciutat Vella,1,el Raval,1,1002,11,2,4,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,2,4,2
2022,1,Ciutat Vella,1,el Raval,1,1002,5,2,5,1
2022,1,Ciutat Vella,1,el Raval,1,1002,10,2,5,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,2,6,1
2022,1,Ciutat Vella,1,el Raval,1,1002,6,2,6,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,2,7,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,2,7,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,2,9,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,2,13,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,0,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,1,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,1,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,3,2
2022,1,Ciutat Vella,1,el Raval,1,1002,16,3,4,1
2022,1,Ciutat Vella,1,el Raval,1,1002,9,3,4,2
2022,1,Ciutat Vella,1,el Raval,1,1002,13,3,5,1
2022,1,Ciutat Vella,1,el Raval,1,1002,17,3,5,2
2022,1,Ciutat Vella,1,el Raval,1,1002,7,3,6,1
2022,1,Ciutat Vella,1,el Raval,1,1002,16,3,6,2
2022,1,Ciutat Vella,1,el Raval,1,1002,8,3,7,1
2022,1,Ciutat Vella,1,el Raval,1,1002,7,3,7,2
2022,1,Ciutat Vella,1,el Raval,1,1002,5,3,8,1
2022,1,Ciutat Vella,1,el Raval,1,1002,5,3,8,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,9,1
2022,1,Ciutat Vella,1,el Raval,1,1002,5,3,9,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,10,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,10,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,11,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,12,2
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,13,1
2022,1,Ciutat Vella,1,el Raval,1,1002,..,3,15,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,0,1
2022,1,Ciutat Vella,1,el Raval,2,1003,6,1,0,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,1,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,2,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,2,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,3,1
2022,1,Ciutat Vella,1,el Raval,2,1003,6,1,3,2
2022,1,Ciutat Vella,1,el Raval,2,1003,8,1,4,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,4,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,5,1
2022,1,Ciutat Vella,1,el Raval,2,1003,9,1,5,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,6,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,6,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,7,1
2022,1,Ciutat Vella,1,el Raval,2,1003,5,1,7,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,8,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,8,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,10,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,11,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,11,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,12,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,13,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,14,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,1,14,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,2,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,3,1
2022,1,Ciutat Vella,1,el Raval,2,1003,7,2,4,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,4,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,5,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,5,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,6,1
2022,1,Ciutat Vella,1,el Raval,2,1003,8,2,6,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,7,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,8,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,8,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,10,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,2,11,1
2022,1,Ciutat Vella,1,el Raval,2,1003,8,3,0,1
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,0,2
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,1,1
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,1,2
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,2,1
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,2,2
2022,1,Ciutat Vella,1,el Raval,2,1003,7,3,3,1
2022,1,Ciutat Vella,1,el Raval,2,1003,16,3,3,2
2022,1,Ciutat Vella,1,el Raval,2,1003,21,3,4,1
2022,1,Ciutat Vella,1,el Raval,2,1003,29,3,4,2
2022,1,Ciutat Vella,1,el Raval,2,1003,21,3,5,1
2022,1,Ciutat Vella,1,el Raval,2,1003,28,3,5,2
2022,1,Ciutat Vella,1,el Raval,2,1003,14,3,6,1
2022,1,Ciutat Vella,1,el Raval,2,1003,15,3,6,2
2022,1,Ciutat Vella,1,el Raval,2,1003,12,3,7,1
2022,1,Ciutat Vella,1,el Raval,2,1003,13,3,7,2
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,8,1
2022,1,Ciutat Vella,1,el Raval,2,1003,8,3,8,2
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,9,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,3,9,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,3,10,1
2022,1,Ciutat Vella,1,el Raval,2,1003,..,3,10,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,3,11,1
2022,1,Ciutat Vella,1,el Raval,2,1003,5,3,11,2
2022,1,Ciutat Vella,1,el Raval,2,1003,..,4,3,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,0,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,0,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,1,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,2,2
2022,1,Ciutat Vella,1,el Raval,2,1004,7,1,4,1
2022,1,Ciutat Vella,1,el Raval,2,1004,7,1,4,2
2022,1,Ciutat Vella,1,el Raval,2,1004,10,1,5,1
2022,1,Ciutat Vella,1,el Raval,2,1004,7,1,5,2
2022,1,Ciutat Vella,1,el Raval,2,1004,6,1,6,1
2022,1,Ciutat Vella,1,el Raval,2,1004,8,1,6,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,7,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,7,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,8,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,8,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,9,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,10,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,11,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,11,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,12,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,1,12,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,0,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,0,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,2,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,3,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,3,2
2022,1,Ciutat Vella,1,el Raval,2,1004,12,2,4,1
2022,1,Ciutat Vella,1,el Raval,2,1004,10,2,4,2
2022,1,Ciutat Vella,1,el Raval,2,1004,11,2,5,1
2022,1,Ciutat Vella,1,el Raval,2,1004,16,2,5,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,6,1
2022,1,Ciutat Vella,1,el Raval,2,1004,11,2,6,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,7,1
2022,1,Ciutat Vella,1,el Raval,2,1004,7,2,7,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,8,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,9,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,9,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,10,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,11,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,12,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,12,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,2,15,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,0,1
2022,1,Ciutat Vella,1,el Raval,2,1004,5,3,0,2
2022,1,Ciutat Vella,1,el Raval,2,1004,7,3,1,1
2022,1,Ciutat Vella,1,el Raval,2,1004,5,3,1,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,2,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,2,2
2022,1,Ciutat Vella,1,el Raval,2,1004,5,3,3,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,3,2
2022,1,Ciutat Vella,1,el Raval,2,1004,18,3,4,1
2022,1,Ciutat Vella,1,el Raval,2,1004,19,3,4,2
2022,1,Ciutat Vella,1,el Raval,2,1004,26,3,5,1
2022,1,Ciutat Vella,1,el Raval,2,1004,28,3,5,2
2022,1,Ciutat Vella,1,el Raval,2,1004,13,3,6,1
2022,1,Ciutat Vella,1,el Raval,2,1004,18,3,6,2
2022,1,Ciutat Vella,1,el Raval,2,1004,12,3,7,1
2022,1,Ciutat Vella,1,el Raval,2,1004,14,3,7,2
2022,1,Ciutat Vella,1,el Raval,2,1004,9,3,8,1
2022,1,Ciutat Vella,1,el Raval,2,1004,13,3,8,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,9,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,9,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,10,1
2022,1,Ciutat Vella,1,el Raval,2,1004,5,3,10,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,11,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,11,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,12,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,12,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,13,1
2022,1,Ciutat Vella,1,el Raval,2,1004,..,3,15,2
2022,1,Ciutat Vella,1,el Raval,2,1004,..,4,6,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,1,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,3,2
2022,1,Ciutat Vella,1,el Raval,3,1005,5,1,4,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,4,2
2022,1,Ciutat Vella,1,el Raval,3,1005,5,1,5,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,5,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,6,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,6,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,7,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,7,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,8,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,8,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,9,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,9,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,10,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,12,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,1,13,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,3,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,3,2
2022,1,Ciutat Vella,1,el Raval,3,1005,6,2,4,1
2022,1,Ciutat Vella,1,el Raval,3,1005,8,2,4,2
2022,1,Ciutat Vella,1,el Raval,3,1005,15,2,5,1
2022,1,Ciutat Vella,1,el Raval,3,1005,12,2,5,2
2022,1,Ciutat Vella,1,el Raval,3,1005,5,2,6,1
2022,1,Ciutat Vella,1,el Raval,3,1005,7,2,6,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,7,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,8,1
2022,1,Ciutat Vella,1,el Raval,3,1005,5,2,8,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,9,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,9,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,10,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,2,11,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,0,1
2022,1,Ciutat Vella,1,el Raval,3,1005,6,3,0,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,1,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,1,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,2,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,2,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,3,1
2022,1,Ciutat Vella,1,el Raval,3,1005,7,3,3,2
2022,1,Ciutat Vella,1,el Raval,3,1005,31,3,4,1
2022,1,Ciutat Vella,1,el Raval,3,1005,21,3,4,2
2022,1,Ciutat Vella,1,el Raval,3,1005,22,3,5,1
2022,1,Ciutat Vella,1,el Raval,3,1005,29,3,5,2
2022,1,Ciutat Vella,1,el Raval,3,1005,19,3,6,1
2022,1,Ciutat Vella,1,el Raval,3,1005,18,3,6,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,7,1
2022,1,Ciutat Vella,1,el Raval,3,1005,19,3,7,2
2022,1,Ciutat Vella,1,el Raval,3,1005,6,3,8,1
2022,1,Ciutat Vella,1,el Raval,3,1005,8,3,8,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,9,1
2022,1,Ciutat Vella,1,el Raval,3,1005,5,3,9,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,10,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,10,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,11,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,11,2
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,12,1
2022,1,Ciutat Vella,1,el Raval,3,1005,..,3,13,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,0,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,1,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,1,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,2,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,3,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,3,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,4,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,4,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,5,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,5,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,6,1
2022,1,Ciutat Vella,1,el Raval,3,1006,5,1,6,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,7,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,7,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,8,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,9,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,9,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,10,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,10,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,11,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,15,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,1,16,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,2,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,4,1
2022,1,Ciutat Vella,1,el Raval,3,1006,12,2,4,2
2022,1,Ciutat Vella,1,el Raval,3,1006,8,2,5,1
2022,1,Ciutat Vella,1,el Raval,3,1006,6,2,5,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,6,1
2022,1,Ciutat Vella,1,el Raval,3,1006,5,2,6,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,7,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,7,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,8,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,8,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,2,10,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,0,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,0,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,2,1
2022,1,Ciutat Vella,1,el Raval,3,1006,5,3,3,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,3,2
2022,1,Ciutat Vella,1,el Raval,3,1006,13,3,4,1
2022,1,Ciutat Vella,1,el Raval,3,1006,16,3,4,2
2022,1,Ciutat Vella,1,el Raval,3,1006,20,3,5,1
2022,1,Ciutat Vella,1,el Raval,3,1006,19,3,5,2
2022,1,Ciutat Vella,1,el Raval,3,1006,8,3,6,1
2022,1,Ciutat Vella,1,el Raval,3,1006,14,3,6,2
2022,1,Ciutat Vella,1,el Raval,3,1006,5,3,7,1
2022,1,Ciutat Vella,1,el Raval,3,1006,8,3,7,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,8,1
2022,1,Ciutat Vella,1,el Raval,3,1006,5,3,8,2
2022,1,Ciutat Vella,1,el Raval,3,1006,6,3,9,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,10,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,10,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,11,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,12,1
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,13,2
2022,1,Ciutat Vella,1,el Raval,3,1006,..,3,15,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,0,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,1,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,2,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,3,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,3,2
2022,1,Ciutat Vella,1,el Raval,3,1007,6,1,4,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,4,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,5,1
2022,1,Ciutat Vella,1,el Raval,3,1007,5,1,5,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,6,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,7,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,7,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,8,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,8,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,10,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,10,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,11,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,12,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,13,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,1,14,1
2022,1,Ciutat Vella,1,el Raval,3,1007,6,2,4,1
2022,1,Ciutat Vella,1,el Raval,3,1007,5,2,4,2
2022,1,Ciutat Vella,1,el Raval,3,1007,7,2,5,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,2,5,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,2,6,1
2022,1,Ciutat Vella,1,el Raval,3,1007,5,2,6,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,2,7,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,2,7,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,2,8,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,2,9,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,2,10,1
2022,1,Ciutat Vella,1,el Raval,3,1007,8,3,0,1
2022,1,Ciutat Vella,1,el Raval,3,1007,5,3,0,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,1,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,1,2
2022,1,Ciutat Vella,1,el Raval,3,1007,6,3,2,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,3,1
2022,1,Ciutat Vella,1,el Raval,3,1007,12,3,3,2
2022,1,Ciutat Vella,1,el Raval,3,1007,12,3,4,1
2022,1,Ciutat Vella,1,el Raval,3,1007,15,3,4,2
2022,1,Ciutat Vella,1,el Raval,3,1007,19,3,5,1
2022,1,Ciutat Vella,1,el Raval,3,1007,27,3,5,2
2022,1,Ciutat Vella,1,el Raval,3,1007,6,3,6,1
2022,1,Ciutat Vella,1,el Raval,3,1007,15,3,6,2
2022,1,Ciutat Vella,1,el Raval,3,1007,7,3,7,1
2022,1,Ciutat Vella,1,el Raval,3,1007,11,3,7,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,8,1
2022,1,Ciutat Vella,1,el Raval,3,1007,5,3,8,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,9,1
2022,1,Ciutat Vella,1,el Raval,3,1007,10,3,9,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,10,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,11,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,11,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,12,2
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,13,1
2022,1,Ciutat Vella,1,el Raval,3,1007,..,3,15,1
2022,1,Ciutat Vella,1,el Raval,4,1008,..,1,0,1
2022,1,Ciutat Vella,1,el Raval,4,1008,..,1,0,2
2022,1,Ciutat Vella,1,el Raval,4,1008,..,1,1,1
2022,1,Ciutat Vella,1,el Raval,4,1008,..,1,2,1
2022,1,Ciutat Vella,1,el Raval,4,1008,..,1,3,1
2022,1,Ciutat Vella,1,el Raval,4,1008,..,1,3,2
2022,1,Ciutat Vella,1,el Raval,4,1008,5,1,4,1
2022,1,Ciutat Vella,1,el Raval,4,1008,..,1,4,2
